
C:\Users\matias.araya.cohen\Documents\ITAU-ConsolodicacionDeSistemas\server-discovery>netstat -no 

Active Connections

  Proto  Local Address          Foreign Address        State           PID
  TCP    192.168.238.124:50733  8.41.222.241:443       TIME_WAIT       0
  TCP    192.168.238.124:50736  69.20.20.4:443         TIME_WAIT       0
  TCP    192.168.238.124:50737  69.20.20.4:443         TIME_WAIT       0
  TCP    192.168.238.124:50742  68.67.178.196:443      TIME_WAIT       0
  TCP    192.168.238.124:50745  23.41.151.96:443       TIME_WAIT       0
  TCP    192.168.238.124:50748  52.200.81.34:443       TIME_WAIT       0
  TCP    192.168.238.124:50749  52.200.81.34:443       TIME_WAIT       0
  TCP    192.168.238.124:50753  54.243.171.199:443     TIME_WAIT       0
  TCP    192.168.238.124:50755  54.243.171.199:443     TIME_WAIT       0
  TCP    192.168.238.124:50756  54.243.171.199:443     TIME_WAIT       0
  TCP    192.168.238.124:50757  54.243.171.199:443     TIME_WAIT       0
  TCP    192.168.238.124:50759  204.79.197.200:443     TIME_WAIT       0
  TCP    192.168.238.124:50762  23.45.136.215:443      TIME_WAIT       0
  TCP    192.168.238.124:50764  23.45.136.215:443      TIME_WAIT       0
  TCP    192.168.238.124:50766  23.45.136.215:443      TIME_WAIT       0
  TCP    192.168.238.124:50767  23.45.136.215:443      TIME_WAIT       0
  TCP    192.168.238.124:50770  50.16.68.239:443       TIME_WAIT       0
  TCP    192.168.238.124:50772  50.16.68.239:443       TIME_WAIT       0
  TCP    192.168.238.124:50774  50.16.68.239:443       TIME_WAIT       0
  TCP    192.168.238.124:50775  50.16.68.239:443       TIME_WAIT       0
  TCP    192.168.238.124:50778  161.170.232.53:443     TIME_WAIT       0
  TCP    192.168.238.124:50780  161.170.232.53:443     TIME_WAIT       0
  TCP    192.168.238.124:50781  161.170.232.53:443     TIME_WAIT       0
  TCP    192.168.238.124:50789  54.164.246.23:443      TIME_WAIT       0
  TCP    192.168.238.124:50791  54.164.246.23:443      TIME_WAIT       0
  TCP    192.168.238.124:50794  54.164.246.23:443      TIME_WAIT       0
  TCP    192.168.238.124:50795  104.16.13.243:443      TIME_WAIT       0
  TCP    192.168.238.124:50799  34.202.72.91:443       TIME_WAIT       0
  TCP    192.168.238.124:50801  74.6.34.27:443         TIME_WAIT       0
  TCP    192.168.238.124:50802  69.172.216.56:443      TIME_WAIT       0
  TCP    192.168.238.124:50803  69.172.216.56:443      TIME_WAIT       0
  TCP    192.168.238.124:50805  104.16.229.152:443     TIME_WAIT       0
  TCP    192.168.238.124:50808  216.200.232.216:443    TIME_WAIT       0
  TCP    192.168.238.124:50810  216.200.232.216:443    TIME_WAIT       0
  TCP    192.168.238.124:50811  216.200.232.216:443    TIME_WAIT       0
  TCP    192.168.238.124:50814  23.45.137.126:443      TIME_WAIT       0
  TCP    192.168.238.124:50815  23.45.137.126:443      TIME_WAIT       0
  TCP    192.168.238.124:50819  23.45.137.104:443      ESTABLISHED     3792
  TCP    192.168.238.124:50824  54.239.17.112:443      TIME_WAIT       0
  TCP    192.168.238.124:50825  54.239.17.112:443      TIME_WAIT       0
  TCP    192.168.238.124:50827  208.185.50.90:443      ESTABLISHED     3792
  TCP    192.168.238.124:50833  23.45.137.186:443      ESTABLISHED     3792
  TCP    192.168.238.124:50854  69.20.20.4:443         TIME_WAIT       0
  TCP    192.168.238.124:50862  23.45.136.30:443       ESTABLISHED     3792
  TCP    192.168.238.124:50871  65.52.108.182:443      ESTABLISHED     3668
  TCP    192.168.238.124:50880  170.248.68.7:443       ESTABLISHED     7348
  TCP    192.168.238.124:50882  104.104.24.109:443     ESTABLISHED     3792
  TCP    192.168.238.124:50884  23.45.137.49:443       ESTABLISHED     3792
  TCP    192.168.238.124:50888  159.127.42.253:443     TIME_WAIT       0
  TCP    192.168.238.124:50906  104.19.195.102:443     ESTABLISHED     3792
  TCP    192.168.238.124:50908  64.233.190.94:443      ESTABLISHED     3792
  TCP    192.168.238.124:50910  63.241.108.103:443     ESTABLISHED     3792
  TCP    192.168.238.124:50912  63.241.108.103:443     ESTABLISHED     3792
  TCP    192.168.238.124:50914  162.247.242.20:443     ESTABLISHED     3792
  TCP    192.168.238.124:50916  40.108.25.8:443        ESTABLISHED     9228
  TCP    192.168.238.124:50917  23.3.246.85:443        ESTABLISHED     3792
  TCP    192.168.238.124:50918  40.108.25.8:443        ESTABLISHED     9228
  TCP    192.168.238.124:50919  170.252.202.71:443     TIME_WAIT       0
  TCP    192.168.238.124:50920  170.252.202.71:443     TIME_WAIT       0
  TCP    192.168.238.124:50921  170.252.202.71:443     ESTABLISHED     7520
  TCP    192.168.238.124:50923  66.235.144.75:443      ESTABLISHED     3792
  TCP    192.168.238.124:53060  23.56.201.119:443      ESTABLISHED     3792
  TCP    192.168.238.124:53064  52.6.68.118:443        ESTABLISHED     3792
  TCP    192.168.238.124:53067  52.6.68.118:443        ESTABLISHED     3792
  TCP    192.168.238.124:53160  23.45.137.186:443      ESTABLISHED     3792
  TCP    192.168.238.124:53188  66.150.48.60:443       ESTABLISHED     3792
  TCP    192.168.238.124:53214  23.195.139.83:443      ESTABLISHED     9228
  TCP    192.168.238.124:53258  52.3.176.150:443       ESTABLISHED     3792
  TCP    192.168.238.124:53295  64.233.190.95:443      ESTABLISHED     3792
  TCP    192.168.238.124:54510  173.241.254.14:443     ESTABLISHED     3792
  TCP    192.168.238.124:54880  204.93.79.205:443      ESTABLISHED     3792
  TCP    192.168.238.124:54890  204.93.79.205:443      ESTABLISHED     3792
  TCP    192.168.238.124:54893  204.93.79.205:443      ESTABLISHED     3792
  TCP    192.168.238.124:54902  23.3.253.152:443       ESTABLISHED     3792
  TCP    192.168.238.124:54991  40.103.27.6:443        ESTABLISHED     11704
  TCP    192.168.238.124:56715  170.252.206.141:443    ESTABLISHED     2776
  TCP    192.168.238.124:59782  64.233.190.105:443     ESTABLISHED     3792
  TCP    192.168.238.124:59791  23.3.254.112:443       ESTABLISHED     3792
  TCP    192.168.238.124:59819  170.251.182.15:443     ESTABLISHED     10576
  TCP    192.168.238.124:59856  40.77.229.87:443       ESTABLISHED     9228
  TCP    192.168.238.124:59861  40.77.229.39:443       ESTABLISHED     3668
  TCP    192.168.238.124:59895  64.233.190.100:443     ESTABLISHED     3792
  TCP    192.168.238.124:63496  192.16.48.200:80       ESTABLISHED     7880
  TCP    [::1]:54529            [::1]:54530            ESTABLISHED     6004
  TCP    [::1]:54530            [::1]:54529            ESTABLISHED     6004
  TCP    [2002:aafc:ce8d:1011:19c:e46b:4477:ccf1]:50034  [fd5d:db9:7c6c:7777::a43:1f14]:445  ESTABLISHED     4
  TCP    [2002:aafc:ce8d:1011:19c:e46b:4477:ccf1]:50924  [fd5d:db9:7c6c:7777::a43:1f14]:135  ESTABLISHED     780
  TCP    [2002:aafc:ce8d:1011:19c:e46b:4477:ccf1]:50925  [fd5d:db9:7c6c:7777::a43:1f14]:5003  ESTABLISHED     780

C:\Users\matias.araya.cohen\Documents\ITAU-ConsolodicacionDeSistemas\server-discovery>systeminfo

Host Name:                 CPX-JOXPC25APAB
OS Name:                   Microsoft Windows 10 Enterprise
OS Version:                10.0.15063 N/A Build 15063
OS Manufacturer:           Microsoft Corporation
OS Configuration:          Member Workstation
OS Build Type:             Multiprocessor Free
Registered Owner:          Accenture
Registered Organization:   Accenture
Product ID:                00329-00000-00003-AA343
Original Install Date:     1/11/2018, 10:15:57 AM
System Boot Time:          4/6/2018, 9:10:22 AM
System Manufacturer:       HP
System Model:              HP EliteBook 840 G3
System Type:               x64-based PC
Processor(s):              1 Processor(s) Installed.
                           [01]: Intel64 Family 6 Model 78 Stepping 3 GenuineIntel ~2396 Mhz
BIOS Version:              HP N75 Ver. 01.05, 3/22/2016
Windows Directory:         C:\windows
System Directory:          C:\windows\system32
Boot Device:               \Device\HarddiskVolume2
System Locale:             en-us;English (United States)
Input Locale:              es-mx;Spanish (Mexico)
Time Zone:                 (UTC-04:00) Santiago
Total Physical Memory:     8,073 MB
Available Physical Memory: 2,204 MB
Virtual Memory: Max Size:  9,353 MB
Virtual Memory: Available: 2,017 MB
Virtual Memory: In Use:    7,336 MB
Page File Location(s):     C:\pagefile.sys
Domain:                    dir.svc.accenture.com
Logon Server:              \\AMRDC4212
Hotfix(s):                 9 Hotfix(s) Installed.
                           [01]: KB4022405
                           [02]: KB4025376
                           [03]: KB4049011
                           [04]: KB4053577
                           [05]: KB4056887
                           [06]: KB4074595
                           [07]: KB4088785
                           [08]: KB4088825
                           [09]: KB4088891
Network Card(s):           5 NIC(s) Installed.
                           [01]: Intel(R) Ethernet Connection I219-LM
                                 Connection Name: Ethernet
                                 Status:          Media disconnected
                           [02]: Intel(R) Dual Band Wireless-AC 8260
                                 Connection Name: Wi-Fi
                                 DHCP Enabled:    Yes
                                 DHCP Server:     1.1.1.1
                                 IP address(es)
                                 [01]: 192.168.238.124
                                 [02]: fe80::34e8:c978:43a9:ed2b
                           [03]: Bluetooth Device (Personal Area Network)
                                 Connection Name: Bluetooth Network Connection
                                 Status:          Media disconnected
                           [04]: VMware Virtual Ethernet Adapter for VMnet1
                                 Connection Name: VMware Network Adapter VMnet1
                                 DHCP Enabled:    Yes
                                 DHCP Server:     192.168.10.254
                                 IP address(es)
                                 [01]: 192.168.10.1
                                 [02]: fe80::5999:3796:db5a:f79b
                           [05]: VMware Virtual Ethernet Adapter for VMnet8
                                 Connection Name: VMware Network Adapter VMnet8
                                 DHCP Enabled:    Yes
                                 DHCP Server:     192.168.78.254
                                 IP address(es)
                                 [01]: 192.168.78.1
                                 [02]: fe80::a4e7:109b:bf32:76f3
Hyper-V Requirements:      VM Monitor Mode Extensions: Yes
                           Virtualization Enabled In Firmware: Yes
                           Second Level Address Translation: Yes
                           Data Execution Prevention Available: Yes

C:\Users\matias.araya.cohen\Documents\ITAU-ConsolodicacionDeSistemas\server-discovery>tasklist

Image Name                     PID Session Name        Session#    Mem Usage
========================= ======== ================ =========== ============
System Idle Process              0 Services                   0          8 K
System                           4 Services                   0      2,136 K
smss.exe                       416 Services                   0        872 K
csrss.exe                      548 Services                   0      4,372 K
wininit.exe                    636 Services                   0      4,624 K
csrss.exe                      652 Console                    1      6,000 K
services.exe                   740 Services                   0     10,844 K
winlogon.exe                   748 Console                    1      9,040 K
lsass.exe                      780 Services                   0     25,460 K
svchost.exe                    900 Services                   0      4,768 K
svchost.exe                    924 Services                   0     26,252 K
fontdrvhost.exe                944 Services                   0      5,572 K
fontdrvhost.exe                952 Console                    1      8,948 K
svchost.exe                    352 Services                   0     15,372 K
svchost.exe                    572 Services                   0      7,096 K
svchost.exe                    704 Services                   0      7,972 K
svchost.exe                    864 Services                   0     10,580 K
svchost.exe                   1032 Services                   0     11,528 K
svchost.exe                   1044 Services                   0      8,044 K
svchost.exe                   1096 Services                   0      9,800 K
svchost.exe                   1104 Services                   0     10,936 K
svchost.exe                   1188 Services                   0     15,840 K
svchost.exe                   1272 Services                   0      6,504 K
svchost.exe                   1296 Services                   0      9,292 K
svchost.exe                   1324 Services                   0      7,916 K
dwm.exe                       1384 Console                    1     57,840 K
svchost.exe                   1448 Services                   0      7,112 K
svchost.exe                   1508 Services                   0      8,520 K
svchost.exe                   1520 Services                   0      9,416 K
svchost.exe                   1548 Services                   0      7,520 K
svchost.exe                   1604 Services                   0     10,028 K
svchost.exe                   1644 Services                   0      9,072 K
svchost.exe                   1656 Services                   0      6,324 K
igfxCUIService.exe            1780 Services                   0      8,504 K
svchost.exe                   1808 Services                   0      7,680 K
svchost.exe                   1816 Services                   0      8,000 K
dasHost.exe                   1848 Services                   0      4,992 K
svchost.exe                   1908 Services                   0      8,704 K
svchost.exe                   1916 Services                   0     13,476 K
svchost.exe                   1960 Services                   0     38,984 K
svchost.exe                   2004 Services                   0     14,416 K
svchost.exe                   1696 Services                   0     12,332 K
svchost.exe                   1952 Services                   0     10,432 K
hpservice.exe                 2064 Services                   0      5,284 K
HP3DDGService.exe             2084 Services                   0      3,876 K
svchost.exe                   2164 Services                   0      8,084 K
svchost.exe                   2172 Services                   0     11,868 K
svchost.exe                   2220 Services                   0      6,720 K
dsAccessService.exe           2228 Services                   0      8,372 K
PulseSecureService.exe        2236 Services                   0     14,840 K
svchost.exe                   2244 Services                   0     11,380 K
svchost.exe                   2340 Services                   0      8,472 K
svchost.exe                   2348 Services                   0      8,284 K
svchost.exe                   2480 Services                   0     13,524 K
svchost.exe                   2568 Services                   0     15,664 K
svchost.exe                   2800 Services                   0      9,580 K
remsh.exe                     2856 Services                   0      4,564 K
svchost.exe                   2868 Services                   0     12,436 K
spoolsv.exe                   2948 Services                   0     18,296 K
svchost.exe                   3020 Services                   0      8,668 K
svchost.exe                   2396 Services                   0     27,276 K
svchost.exe                   2776 Services                   0     22,112 K
armsvc.exe                    2808 Services                   0      5,992 K
OfficeClickToRun.exe          2752 Services                   0     43,072 K
CxMonSvc.exe                  1224 Services                   0     17,688 K
IntelCpHeciSvc.exe            2388 Services                   0      8,600 K
IntelCpHDCPSvc.exe            2708 Services                   0      7,756 K
DefendpointService.exe        3076 Services                   0     26,768 K
CxUtilSvc.exe                 3084 Services                   0      7,064 K
svchost.exe                   3092 Services                   0     12,164 K
MobileMediaReminderServic     3100 Services                   0     28,756 K
svchost.exe                   3108 Services                   0     26,336 K
edpa.exe                      3116 Services                   0     54,916 K
svchost.exe                   3124 Services                   0     21,000 K
HotkeyService.exe             3136 Services                   0      7,240 K
IntelAudioService.exe         3144 Services                   0     13,944 K
svchost.exe                   3152 Services                   0     10,448 K
ibtsiva.exe                   3164 Services                   0      4,988 K
KService.exe                  3216 Services                   0     21,388 K
svchost.exe                   3256 Services                   0      8,116 K
svchost.exe                   3276 Services                   0      9,224 K
ccSvcHst.exe                  3320 Services                   0     26,404 K
SecurityHealthService.exe     3332 Services                   0     10,884 K
svchost.exe                   3348 Services                   0      8,484 K
SynTPEnhService.exe           3372 Services                   0      5,572 K
svchost.exe                   3452 Services                   0     11,836 K
svchost.exe                   3512 Services                   0     16,756 K
svchost.exe                   3520 Services                   0      6,456 K
vmware-authd.exe              3532 Services                   0     10,328 K
vmnetdhcp.exe                 3568 Services                   0      5,096 K
vmware-usbarbitrator64.ex     3584 Services                   0      9,524 K
vmnat.exe                     3592 Services                   0      7,232 K
wdp.exe                       3608 Services                   0      6,620 K
WinZip Smart Monitor Serv     3624 Services                   0     14,328 K
svchost.exe                   3668 Services                   0     17,700 K
fpupsvc.exe                   3700 Services                   0        352 K
wepsvc.exe                    3792 Services                   0     22,660 K
Memory Compression            4936 Services                   0    281,520 K
svchost.exe                   4484 Services                   0     11,608 K
svchost.exe                   4168 Services                   0      5,980 K
svchost.exe                   5360 Services                   0      7,692 K
WmiPrvSE.exe                  5888 Services                   0     28,692 K
WmiPrvSE.exe                  5164 Services                   0     14,732 K
unsecapp.exe                  5860 Services                   0      6,820 K
kvoop.exe                     6228 Services                   0      6,036 K
kvoop.exe                     6396 Services                   0      5,512 K
dllhost.exe                   6560 Services                   0      8,508 K
svchost.exe                   6496 Services                   0     34,176 K
svchost.exe                   7016 Services                   0     14,932 K
svchost.exe                   5628 Services                   0     11,256 K
PulseSecureService.exe        7860 Services                   0     10,164 K
CcmExec.exe                   7520 Services                   0     55,932 K
svchost.exe                   3328 Services                   0     17,728 K
WmiPrvSE.exe                  3196 Services                   0     15,828 K
svchost.exe                   7880 Services                   0     20,056 K
svchost.exe                   6908 Services                   0     15,240 K
svchost.exe                   7648 Services                   0     10,084 K
SearchIndexer.exe             4996 Services                   0     34,532 K
WmiPrvSE.exe                  1576 Services                   0      8,496 K
ccSvcHst.exe                  7652 Console                    1      3,860 K
SynTPEnh.exe                  3868 Console                    1     20,476 K
SmcGui.exe                    8868 Console                    1      6,248 K
SynTPHelper.exe               8948 Console                    1      6,932 K
sihost.exe                    9008 Console                    1     23,892 K
svchost.exe                   9020 Console                    1     18,728 K
svchost.exe                   9120 Console                    1     29,468 K
TSUI.exe                      6892 Console                    1     24,204 K
MicTray64.exe                 8600 Console                    1      1,372 K
PresentationFontCache.exe     8892 Services                   0     14,252 K
taskhostw.exe                 8964 Console                    1     22,256 K
explorer.exe                  8400 Console                    1    117,788 K
igfxEM.exe                    1292 Console                    1     13,536 K
SmartAudio3.exe               6336 Console                    1     45,356 K
svchost.exe                   9672 Services                   0     11,020 K
ShellExperienceHost.exe       9584 Console                    1     56,928 K
SearchUI.exe                  9800 Console                    1     68,868 K
RuntimeBroker.exe             8396 Console                    1     38,788 K
SkypeHost.exe                10884 Console                    1     10,748 K
svchost.exe                  10732 Services                   0     15,104 K
CUI.exe                      12176 Console                    1     12,676 K
MSASCuiL.exe                 12200 Console                    1     10,536 K
AccentureMobileMediaRemin    10216 Console                    1     34,652 K
PGSystemTray.exe             10672 Console                    1      9,168 K
WzPreloader.exe              12252 Console                    1     13,848 K
OneDrive.exe                  9228 Console                    1     45,524 K
lync.exe                     10576 Console                    1    134,776 K
WmiPrvSE.exe                 12832 Services                   0     14,296 K
QLBController.exe            13168 Console                    1     12,096 K
ipmsg.exe                    12940 Console                    1     12,332 K
hpqwmiex.exe                 13092 Services                   0      9,296 K
unsecapp.exe                 10164 Console                    1      9,436 K
jusched.exe                  12764 Console                    1      7,480 K
svchost.exe                  12348 Services                   0      6,912 K
svchost.exe                  13080 Services                   0      8,896 K
Pulse.exe                    12660 Console                    1     12,792 K
KHost.exe                     9844 Console                    1     27,692 K
SCNotification.exe           12868 Console                    1     32,752 K
svchost.exe                  14308 Services                   0      8,372 K
chrome.exe                   14320 Console                    1    146,600 K
chrome.exe                   13712 Console                    1     12,428 K
chrome.exe                    6152 Console                    1     11,600 K
chrome.exe                   13144 Console                    1    146,656 K
chrome.exe                   13348 Console                    1     46,292 K
chrome.exe                   13400 Console                    1     32,776 K
chrome.exe                   13464 Console                    1     36,992 K
chrome.exe                   14068 Console                    1     20,440 K
chrome.exe                   10152 Console                    1     19,128 K
cmd.exe                      15056 Console                    1      5,756 K
conhost.exe                  15220 Console                    1      8,184 K
brkrprcs64.exe               14840 Console                    1      6,568 K
chrome.exe                   15124 Console                    1     23,508 K
SettingSyncHost.exe          15044 Console                    1      7,536 K
svchost.exe                  14636 Console                    1     13,080 K
UcMapi.exe                   12524 Console                    1     48,440 K
OUTLOOK.EXE                  11704 Console                    1    216,744 K
iexplore.exe                 14984 Console                    1     31,000 K
iexplore.exe                  1752 Console                    1    137,644 K
TaniumEndpointIndex.exe       3720 Services                   0     12,428 K
conhost.exe                  15148 Services                   0      5,772 K
chrome.exe                   14304 Console                    1     13,164 K
chrome.exe                    7196 Console                    1     34,904 K
chrome.exe                   15084 Console                    1     48,452 K
svchost.exe                  10808 Services                   0      7,724 K
dllhost.exe                  14940 Console                    1      8,056 K
vmplayer.exe                  6004 Console                    1     37,176 K
vmware-unity-helper.exe      10364 Console                    1     14,640 K
vmware-vmx.exe                4292 Console                    1     56,028 K
chrome.exe                   15180 Console                    1    109,388 K
sublime_text.exe              4156 Console                    1     68,552 K
plugin_host.exe              11640 Console                    1     13,284 K
TaniumClient.exe              2072 Services                   0      2,920 K
TaniumClient.exe             14828 Services                   0     21,088 K
conhost.exe                   1092 Services                   0      7,072 K
TaniumClient.exe              7348 Services                   0     31,076 K
conhost.exe                    884 Services                   0      8,828 K
TaniumClient.exe              6340 Services                   0     25,448 K
cmd.exe                      13932 Console                    1      9,068 K
conhost.exe                   9316 Console                    1     21,096 K
smartscreen.exe              11108 Console                    1     22,464 K
svchost.exe                   5564 Services                   0     12,380 K
notepad.exe                  11148 Console                    1     19,212 K
svchost.exe                  12824 Services                   0      7,612 K
WmiPrvSE.exe                  2312 Services                   0     12,728 K
SearchProtocolHost.exe       12948 Services                   0      9,552 K
SearchFilterHost.exe          9636 Services                   0      8,100 K
cmd.exe                       1800 Console                    1      9,224 K
conhost.exe                  12632 Console                    1     18,588 K
WmiPrvSE.exe                 11244 Services                   0      9,724 K
TrustedInstaller.exe          9376 Services                   0      8,656 K
TiWorker.exe                 14324 Services                   0     12,124 K
tasklist.exe                  6308 Console                    1     11,008 K
